step,amount,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
688,19782.76,0,1,0,0,0,0
300,283.12,0,0,0,1,0,0
276,58033.98,0,1,0,0,0,0
210,13701.03,0,0,0,1,0,0
250,29055.26,0,0,0,1,0,0
139,12180.14,0,0,0,1,0,0
154,9249.77,0,0,0,1,0,0
308,300778.01,0,1,0,0,0,0
235,6364.96,0,0,0,1,0,0
304,203843.11,1,0,0,0,0,0
12,20328.8,0,0,0,1,0,0
351,13622.9,0,0,0,1,0,0
212,109268.98,0,1,0,0,0,0
161,95759.91,0,1,0,0,0,0
35,14675.22,0,0,0,1,0,0
331,113559.17,0,1,0,0,0,0
183,113704.38,1,0,0,0,0,0
133,15401.15,0,0,0,1,0,0
393,226054.83,0,1,0,0,0,0
408,22404.4,0,0,0,1,0,0
182,273043.78,0,0,0,0,1,0
185,265097.93,0,1,0,0,0,0
239,5554.57,0,0,0,1,0,0
282,23916.59,0,1,0,0,0,0
330,317527.78,1,0,0,0,0,0
137,169026.8,1,0,0,0,0,0
186,251176.85,0,1,0,0,0,0
237,2911.92,0,1,0,0,0,0
183,180175.02,0,1,0,0,0,0
307,75594.5,0,1,0,0,0,0
234,76137.33,1,0,0,0,0,0
308,501586.27,1,0,0,0,0,0
331,682273.85,0,0,0,0,1,0
303,352909.98,1,0,0,0,0,0
356,10901.82,0,0,0,1,0,0
346,2034697.35,0,0,0,0,1,0
274,10732.63,0,0,0,1,0,0
405,1300499.05,0,0,0,0,1,0
133,167746.18,0,1,0,0,0,0
157,17983.65,0,0,0,1,0,0
154,102648.43,0,1,0,0,0,0
184,24415.66,0,0,0,1,0,0
46,2979.96,0,0,0,1,0,0
209,67276.75,1,0,0,0,0,0
10,178460.65,0,1,0,0,0,0
185,12781.28,1,0,0,0,0,0
18,371227.78,0,1,0,0,0,0
11,5034.98,0,0,0,1,0,0
16,174197.39,0,1,0,0,0,0
43,375118.45,1,0,0,0,0,0
181,146934.02,0,1,0,0,0,0
277,94194.89,0,1,0,0,0,0
350,189710.94,0,1,0,0,0,0
235,211105.15,0,0,0,0,1,0
40,131250.11,0,1,0,0,0,0
137,12217.16,1,0,0,0,0,0
160,109834.58,0,1,0,0,0,0
211,13292.06,0,0,0,1,0,0
500,107195.29,0,1,0,0,0,0
715,31347.83,0,0,0,1,0,0
380,1491.17,0,0,0,1,0,0
229,60959.11,1,0,0,0,0,0
9,54043.14,0,1,0,0,0,0
401,5033.11,0,0,0,1,0,0
9,10511.13,0,0,0,1,0,0
332,181676.43,0,1,0,0,0,0
140,482810.37,1,0,0,0,0,0
322,21019.96,0,0,0,1,0,0
300,6754.52,0,0,0,1,0,0
43,72097.85,1,0,0,0,0,0
305,181951.93,0,1,0,0,0,0
347,185247.09,0,1,0,0,0,0
205,522498.41,1,0,0,0,0,0
204,745.19,0,0,0,1,0,0
371,77142.57,0,1,0,0,0,0
308,375265.07,1,0,0,0,0,0
304,94823.96,0,1,0,0,0,0
345,84461.18,0,1,0,0,0,0
299,121191.84,1,0,0,0,0,0
204,798484.7,0,0,0,0,1,0
212,181860.49,0,1,0,0,0,0
227,35611.14,0,0,0,1,0,0
164,26295.92,1,0,0,0,0,0
256,67549.14,1,0,0,0,0,0
16,170322.91,1,0,0,0,0,0
251,513280.85,1,0,0,0,0,0
40,133214.13,0,1,0,0,0,0
185,140206.39,0,1,0,0,0,0
237,2488.08,0,0,0,1,0,0
332,316591.55,0,0,0,0,1,0
211,4001.53,0,1,0,0,0,0
129,123846.53,0,1,0,0,0,0
236,173668.66,0,1,0,0,0,0
226,92054.48,1,0,0,0,0,0
379,7580.14,0,0,0,1,0,0
375,6421.09,0,0,0,1,0,0
306,5571.65,0,0,0,1,0,0
305,98069.53,1,0,0,0,0,0
180,7399.0,0,0,0,1,0,0
298,4719.09,0,1,0,0,0,0
260,96963.17,1,0,0,0,0,0
334,3539.81,0,0,0,1,0,0
325,207954.13,1,0,0,0,0,0
253,40415.84,0,0,0,1,0,0
274,96776.85,1,0,0,0,0,0
209,8022.67,0,0,0,1,0,0
135,196822.47,0,1,0,0,0,0
229,262852.93,1,0,0,0,0,0
274,162272.76,1,0,0,0,0,0
134,5733.62,0,0,0,1,0,0
136,168187.77,0,1,0,0,0,0
352,158325.07,0,1,0,0,0,0
236,9950.06,0,0,0,1,0,0
142,10939.98,0,0,0,1,0,0
228,550654.22,1,0,0,0,0,0
637,127224.41,0,1,0,0,0,0
332,183642.51,0,1,0,0,0,0
323,471230.87,1,0,0,0,0,0
257,339784.45,0,1,0,0,0,0
431,11353.61,0,0,0,1,0,0
359,19594.68,0,0,0,1,0,0
142,1621.19,0,0,0,1,0,0
354,22867.0,0,0,0,1,0,0
596,118023.65,0,1,0,0,0,0
119,177198.0,0,1,0,0,0,0
184,252141.04,0,0,0,0,1,0
351,19347.03,0,0,0,1,0,0
182,15473.21,0,0,0,1,0,0
374,6281.45,0,0,0,1,0,0
17,169702.86,1,0,0,0,0,0
374,218364.94,0,1,0,0,0,0
331,67216.31,0,1,0,0,0,0
394,247208.82,1,0,0,0,0,0
234,312452.86,0,1,0,0,0,0
9,243403.4,1,0,0,0,0,0
402,96336.26,0,1,0,0,0,0
378,559.41,0,0,0,1,0,0
119,337557.63,0,1,0,0,0,0
349,11330.56,0,0,0,1,0,0
305,8782.42,0,0,0,1,0,0
249,303174.82,1,0,0,0,0,0
394,11906.24,0,0,0,1,0,0
236,3653.46,0,0,0,1,0,0
187,1514.17,0,0,0,1,0,0
323,338993.23,0,1,0,0,0,0
370,320495.1,1,0,0,0,0,0
500,330873.82,0,1,0,0,0,0
159,11614.12,0,0,0,1,0,0
140,105346.08,1,0,0,0,0,0
330,289159.61,0,0,0,0,1,0
212,804.43,0,0,0,1,0,0
133,548180.72,0,1,0,0,0,0
306,137683.61,1,0,0,0,0,0
12,345193.3,0,1,0,0,0,0
325,32720.93,0,0,0,1,0,0
209,75105.9,0,1,0,0,0,0
133,23315.34,0,0,0,1,0,0
376,12602.97,0,0,0,0,1,0
21,792.09,0,0,0,1,0,0
351,34926.35,0,0,0,1,0,0
138,70178.27,1,0,0,0,0,0
155,5085.37,0,0,0,1,0,0
683,40607.32,0,1,0,0,0,0
44,205227.57,1,0,0,0,0,0
36,38.3,0,0,0,1,0,0
134,265678.5,0,0,0,0,1,0
401,122019.75,0,1,0,0,0,0
353,3642.17,0,0,0,1,0,0
371,31235.51,0,0,0,1,0,0
212,9157.17,0,0,0,1,0,0
284,66440.2,0,1,0,0,0,0
298,523480.9,1,0,0,0,0,0
328,1688317.16,0,0,0,0,1,0
371,23677.29,0,0,0,1,0,0
33,115934.31,0,1,0,0,0,0
329,313899.51,1,0,0,0,0,0
255,18006.18,0,1,0,0,0,0
229,425794.44,0,1,0,0,0,0
403,228548.51,0,1,0,0,0,0
403,245236.05,1,0,0,0,0,0
280,21995.13,0,0,0,1,0,0
330,169561.35,0,1,0,0,0,0
235,20178.51,1,0,0,0,0,0
212,420.5,0,0,0,1,0,0
374,359063.9,0,1,0,0,0,0
40,190395.77,1,0,0,0,0,0
138,99110.03,0,1,0,0,0,0
18,2135.19,0,0,0,1,0,0
235,8233.44,0,0,0,1,0,0
130,460534.28,1,0,0,0,0,0
161,269296.24,0,1,0,0,0,0
141,3498.21,0,0,0,1,0,0
383,414.25,0,0,0,1,0,0
137,4769.86,0,0,0,1,0,0
164,15912.27,0,0,0,1,0,0
255,43909.24,0,0,0,0,1,0
372,97999.34,1,0,0,0,0,0
307,238472.69,0,1,0,0,0,0
328,31257.06,0,0,0,1,0,0
212,179508.35,0,1,0,0,0,0
564,5582.31,1,0,0,0,0,0
225,29385.6,0,0,0,1,0,0
402,11716.5,0,1,0,0,0,0
350,50641.69,0,1,0,0,0,0
401,395931.99,0,1,0,0,0,0
215,134534.56,1,0,0,0,0,0
188,268170.41,1,0,0,0,0,0
354,157406.26,1,0,0,0,0,0
400,96720.24,0,1,0,0,0,0
9,16062.07,0,0,0,1,0,0
254,372811.9,0,0,0,0,1,0
355,136877.85,0,1,0,0,0,0
522,11437.7,0,0,0,1,0,0
379,287285.18,0,1,0,0,0,0
162,139902.77,0,1,0,0,0,0
395,4342.6,0,0,0,1,0,0
362,3807.24,0,0,0,1,0,0
226,108855.0,0,0,0,1,0,0
37,328459.87,0,1,0,0,0,0
348,16429.8,0,0,0,1,0,0
273,3655.71,0,0,0,1,0,0
304,355231.57,1,0,0,0,0,0
132,30646.19,1,0,0,0,0,0
236,6442.31,0,0,0,1,0,0
370,128298.02,0,1,0,0,0,0
382,21497.49,1,0,0,0,0,0
327,9466.74,0,0,0,1,0,0
11,163934.14,0,1,0,0,0,0
18,222183.77,0,1,0,0,0,0
230,144873.66,0,1,0,0,0,0
154,95588.74,1,0,0,0,0,0
162,9359.07,0,0,0,1,0,0
234,26992.67,1,0,0,0,0,0
305,472884.43,0,0,0,0,1,0
355,61843.57,0,1,0,0,0,0
11,24814.46,0,0,0,1,0,0
360,138946.48,1,0,0,0,0,0
326,24630.32,0,1,0,0,0,0
37,125569.73,1,0,0,0,0,0
308,19067.32,0,0,0,1,0,0
186,31388.73,0,1,0,0,0,0
355,125810.29,0,1,0,0,0,0
236,192573.65,0,1,0,0,0,0
396,15702.96,0,0,0,1,0,0
372,408284.35,0,1,0,0,0,0
178,159365.33,0,1,0,0,0,0
350,189400.9,0,1,0,0,0,0
210,122649.02,0,1,0,0,0,0
18,138967.3,0,1,0,0,0,0
350,321683.8,1,0,0,0,0,0
156,9550.96,0,1,0,0,0,0
210,102897.78,0,1,0,0,0,0
187,288374.54,0,1,0,0,0,0
14,134893.51,0,1,0,0,0,0
13,68399.42,0,1,0,0,0,0
301,3581.04,0,0,0,1,0,0
331,165339.34,1,0,0,0,0,0
378,596341.82,0,1,0,0,0,0
567,17372.31,0,0,0,0,1,0
38,621121.56,0,1,0,0,0,0
238,4136.51,0,0,0,1,0,0
250,61890.39,1,0,0,0,0,0
349,178525.41,0,1,0,0,0,0
280,523577.45,0,0,0,0,1,0
44,70150.08,0,0,0,0,1,0
33,16036.04,0,1,0,0,0,0
376,81272.17,0,1,0,0,0,0
276,77.77,0,0,0,1,0,0
307,29673.48,1,0,0,0,0,0
571,147015.39,0,1,0,0,0,0
303,35974.63,0,0,0,1,0,0
324,247914.06,0,1,0,0,0,0
238,109955.41,0,0,0,0,1,0
304,55807.05,0,0,0,1,0,0
8,61003.44,0,1,0,0,0,0
332,1307.84,0,0,0,1,0,0
282,160806.3,0,1,0,0,0,0
257,152321.04,0,1,0,0,0,0
155,12968.32,0,0,0,1,0,0
209,112128.59,0,1,0,0,0,0
325,10806.55,0,1,0,0,0,0
369,5992.52,0,0,0,1,0,0
227,146089.89,1,0,0,0,0,0
158,3029.07,0,0,0,1,0,0
187,72330.37,0,0,0,0,1,0
209,336565.4,0,1,0,0,0,0
163,81430.74,0,1,0,0,0,0
256,442.56,0,0,0,1,0,0
349,469079.8,1,0,0,0,0,0
298,138992.25,0,0,0,0,1,0
162,69820.39,1,0,0,0,0,0
331,1539.89,0,0,0,1,0,0
331,144763.03,0,1,0,0,0,0
209,20202.85,0,1,0,0,0,0
282,280565.54,0,1,0,0,0,0
162,15469.64,0,0,0,1,0,0
265,115608.07,0,0,0,0,1,0
232,305543.63,1,0,0,0,0,0
398,3885.81,0,0,0,1,0,0
201,11693.29,0,0,0,1,0,0
261,231944.05,1,0,0,0,0,0
240,42880.63,0,0,0,1,0,0
253,36926.76,0,0,0,1,0,0
258,7253.15,0,0,0,1,0,0
257,231113.62,0,1,0,0,0,0
132,604989.22,0,1,0,0,0,0
155,72022.2,0,1,0,0,0,0
374,110423.6,0,1,0,0,0,0
18,31181.88,0,0,0,1,0,0
324,16487.4,0,0,0,1,0,0
42,6184.89,0,0,0,1,0,0
325,4388962.25,0,0,0,0,1,0
38,69632.14,0,1,0,0,0,0
275,122715.64,0,1,0,0,0,0
204,107595.16,0,1,0,0,0,0
394,39819.98,0,0,0,1,0,0
210,14246.18,0,0,0,1,0,0
16,2823.12,0,1,0,0,0,0
381,739.95,0,0,0,1,0,0
185,382114.65,0,1,0,0,0,0
43,10361.76,0,0,0,1,0,0
205,4592.76,0,0,0,1,0,0
305,24963.08,0,0,0,1,0,0
205,843811.9,0,0,0,0,1,0
230,194016.16,1,0,0,0,0,0
373,131777.88,1,0,0,0,0,0
284,229824.86,0,1,0,0,0,0
204,289749.67,0,1,0,0,0,0
38,143994.32,1,0,0,0,0,0
228,248219.92,0,1,0,0,0,0
380,121651.39,0,1,0,0,0,0
354,240861.48,0,1,0,0,0,0
250,215650.17,0,1,0,0,0,0
38,296832.48,0,1,0,0,0,0
154,10525.58,0,0,0,1,0,0
161,32881.65,0,1,0,0,0,0
305,9323259.66,0,0,0,0,1,0
275,176047.81,0,1,0,0,0,0
249,5105.45,0,0,0,1,0,0
280,130220.02,0,1,0,0,0,0
15,131741.96,1,0,0,0,0,0
208,1902.13,0,0,0,1,0,0
249,410097.52,1,0,0,0,0,0
514,287487.28,1,0,0,0,0,0
156,23210.15,0,0,0,1,0,0
306,237167.89,0,1,0,0,0,0
158,18305.01,0,0,0,1,0,0
252,192689.75,1,0,0,0,0,0
159,18316.46,0,0,0,1,0,0
256,2477.83,0,0,0,1,0,0
330,345945.71,0,1,0,0,0,0
380,4127.57,0,0,0,1,0,0
301,70958.78,1,0,0,0,0,0
250,219448.99,0,1,0,0,0,0
308,28261.86,0,1,0,0,0,0
351,168747.31,0,1,0,0,0,0
283,107241.79,0,1,0,0,0,0
307,88440.89,0,1,0,0,0,0
664,19631.61,0,1,0,0,0,0
44,427171.81,0,0,0,0,1,0
260,289055.54,0,1,0,0,0,0
514,47626.41,1,0,0,0,0,0
157,1036421.59,0,0,0,0,1,0
282,6375.26,0,0,0,1,0,0
442,430634.09,1,0,0,0,0,0
261,99318.05,0,1,0,0,0,0
331,309732.97,1,0,0,0,0,0
192,196712.61,1,0,0,0,0,0
249,22542.49,0,0,0,1,0,0
255,5816.06,0,0,0,1,0,0
551,3196.93,0,0,0,1,0,0
325,332183.3,0,1,0,0,0,0
189,234472.0,0,1,0,0,0,0
308,119059.89,1,0,0,0,0,0
250,202675.84,1,0,0,0,0,0
592,174734.25,0,1,0,0,0,0
262,436477.72,0,0,0,0,1,0
129,203527.47,0,1,0,0,0,0
378,375521.62,1,0,0,0,0,0
356,1693.38,0,0,0,1,0,0
34,234727.5,0,1,0,0,0,0
21,238065.54,0,1,0,0,0,0
214,14539.98,0,0,0,1,0,0
137,7860.34,0,1,0,0,0,0
131,202543.58,1,0,0,0,0,0
161,5947.76,0,0,0,1,0,0
14,191537.51,0,1,0,0,0,0
349,1383509.14,0,0,0,0,1,0
132,20841.07,0,0,0,1,0,0
310,20817.14,0,0,0,1,0,0
164,93462.04,1,0,0,0,0,0
7,77606.35,0,0,0,0,1,0
349,270346.8,1,0,0,0,0,0
181,384494.04,1,0,0,0,0,0
14,22261.6,0,1,0,0,0,0
359,7756.15,0,0,0,1,0,0
281,141906.23,0,1,0,0,0,0
346,205514.46,0,1,0,0,0,0
565,110670.85,0,1,0,0,0,0
213,41283.28,1,0,0,0,0,0
256,14789.54,0,0,0,1,0,0
185,33716.51,0,0,0,1,0,0
306,111285.45,0,1,0,0,0,0
369,60544.93,0,1,0,0,0,0
324,166962.44,1,0,0,0,0,0
134,33523.31,0,0,0,1,0,0
256,11646.88,0,0,0,1,0,0
41,78583.55,0,1,0,0,0,0
182,26964.2,0,0,0,1,0,0
185,277891.26,0,1,0,0,0,0
157,31595.23,0,0,0,1,0,0
179,4910.56,0,0,0,1,0,0
210,66217.96,1,0,0,0,0,0
227,1658.99,0,0,0,1,0,0
179,53390.2,0,1,0,0,0,0
299,5912.85,0,0,0,1,0,0
306,10186.18,0,0,0,1,0,0
352,430905.99,0,1,0,0,0,0
167,10456.94,0,0,0,1,0,0
322,5566.05,0,0,0,1,0,0
10,468262.52,1,0,0,0,0,0
18,11803.07,0,0,0,1,0,0
260,9190.7,0,0,0,1,0,0
42,192914.35,1,0,0,0,0,0
232,196370.76,0,1,0,0,0,0
136,9873.1,0,0,0,1,0,0
238,7876.01,0,0,0,1,0,0
231,134971.03,0,1,0,0,0,0
234,23640.16,0,0,0,1,0,0
259,102216.87,1,0,0,0,0,0
276,7595.45,1,0,0,0,0,0
308,189677.73,0,1,0,0,0,0
283,384188.2,0,0,0,0,1,0
347,11033.14,0,0,0,1,0,0
306,98252.74,0,1,0,0,0,0
353,192369.01,1,0,0,0,0,0
180,293817.25,1,0,0,0,0,0
266,13886.63,0,0,0,1,0,0
183,7133.25,0,0,0,1,0,0
374,116896.82,1,0,0,0,0,0
354,327494.64,0,1,0,0,0,0
255,7864.15,0,0,0,1,0,0
253,28881.44,0,0,0,1,0,0
306,156558.86,1,0,0,0,0,0
233,228664.63,0,1,0,0,0,0
297,167136.0,1,0,0,0,0,0
13,6120.63,0,0,0,1,0,0
235,195701.98,0,1,0,0,0,0
158,17023.78,0,0,0,1,0,0
130,1276.07,0,0,0,1,0,0
129,108415.02,0,1,0,0,0,0
262,160640.83,1,0,0,0,0,0
14,2788.43,0,0,0,1,0,0
213,82670.73,0,1,0,0,0,0
323,340262.97,0,1,0,0,0,0
210,123936.57,0,0,0,0,1,0
208,146151.59,0,0,0,0,1,0
156,171433.47,0,1,0,0,0,0
180,5755.71,0,0,0,1,0,0
163,335812.97,0,0,0,0,1,0
185,245463.19,1,0,0,0,0,0
14,12657.97,0,0,0,1,0,0
9,22825.61,1,0,0,0,0,0
133,84186.32,0,1,0,0,0,0
402,162359.14,1,0,0,0,0,0
328,10000000.0,0,0,0,0,1,0
8,13951.35,0,0,0,1,0,0
408,11302.57,0,0,0,1,0,0
280,228707.93,0,1,0,0,0,0
14,1652.87,0,0,0,1,0,0
205,233772.15,1,0,0,0,0,0
303,494133.77,0,1,0,0,0,0
253,46863.21,0,1,0,0,0,0
177,517009.16,0,1,0,0,0,0
255,111715.06,0,1,0,0,0,0
278,172739.1,1,0,0,0,0,0
350,48629.66,0,0,0,1,0,0
637,60912.08,1,0,0,0,0,0
260,63287.06,1,0,0,0,0,0
329,103914.96,0,0,0,0,1,0
133,1519938.2,0,0,0,0,1,0
182,14759.07,0,1,0,0,0,0
304,9106.58,0,0,0,1,0,0
283,549.21,0,0,0,1,0,0
372,86418.93,0,1,0,0,0,0
229,503064.93,0,1,0,0,0,0
400,10698.76,0,0,0,1,0,0
35,9150.63,0,0,0,1,0,0
138,75855.22,1,0,0,0,0,0
34,185239.68,0,1,0,0,0,0
347,47489.8,0,0,0,0,1,0
234,45178.26,0,0,0,1,0,0
256,57464.22,1,0,0,0,0,0
96,282350.59,1,0,0,0,0,0
307,21117.77,0,1,0,0,0,0
184,29614.41,1,0,0,0,0,0
594,6827.53,0,0,0,1,0,0
139,276217.05,0,1,0,0,0,0
236,24141.87,0,0,0,1,0,0
276,15689.07,1,0,0,0,0,0
404,16318.7,0,1,0,0,0,0
207,310164.41,0,1,0,0,0,0
41,87205.37,0,1,0,0,0,0
329,161306.69,0,1,0,0,0,0
275,130280.09,0,0,0,0,1,0
254,60.77,0,0,0,1,0,0
298,256243.95,1,0,0,0,0,0
327,74755.14,0,0,0,0,1,0
370,3854641.51,0,0,0,0,1,0
186,913679.64,0,0,0,0,1,0
251,195535.51,0,1,0,0,0,0
230,1838043.03,0,0,0,0,1,0
284,40613.72,0,1,0,0,0,0
18,238745.31,0,1,0,0,0,0
129,79187.04,0,1,0,0,0,0
259,38763.6,0,1,0,0,0,0
43,9779.49,1,0,0,0,0,0
164,62098.28,1,0,0,0,0,0
138,111532.75,0,1,0,0,0,0
350,219314.63,1,0,0,0,0,0
306,243150.26,0,1,0,0,0,0
119,10386.94,0,0,0,1,0,0
20,107887.39,0,1,0,0,0,0
301,6210.87,0,0,0,1,0,0
183,132505.11,1,0,0,0,0,0
13,1978.19,0,0,0,1,0,0
284,635.3,0,0,0,1,0,0
691,1457768.63,0,0,0,0,1,0
479,271577.18,1,0,0,0,0,0
162,308689.3,1,0,0,0,0,0
184,126063.69,0,1,0,0,0,0
308,15255.16,0,1,0,0,0,0
281,52848.33,0,0,0,0,1,0
179,21590.06,0,0,0,1,0,0
185,12035.21,0,0,0,1,0,0
9,218703.86,1,0,0,0,0,0
396,55140.2,0,1,0,0,0,0
19,199260.18,1,0,0,0,0,0
20,257924.18,0,1,0,0,0,0
275,25094.58,0,1,0,0,0,0
370,23953.09,0,1,0,0,0,0
213,21979.55,0,1,0,0,0,0
232,31548.37,0,1,0,0,0,0
305,160250.09,0,1,0,0,0,0
399,73208.47,0,1,0,0,0,0
178,683861.27,0,0,0,0,1,0
329,28964.32,1,0,0,0,0,0
492,1971934.44,0,0,0,0,1,0
202,7483.56,0,0,0,1,0,0
307,52430.43,0,1,0,0,0,0
134,59379.53,0,1,0,0,0,0
38,81055.74,0,1,0,0,0,0
11,216692.42,0,1,0,0,0,0
40,10941.98,0,0,0,1,0,0
142,340590.55,0,1,0,0,0,0
46,93912.35,0,1,0,0,0,0
274,4726.17,0,0,0,1,0,0
20,392665.05,1,0,0,0,0,0
43,23849.56,0,0,0,1,0,0
183,334066.24,0,1,0,0,0,0
257,3333.19,0,0,0,1,0,0
326,336106.15,1,0,0,0,0,0
48,4129.3,0,0,0,1,0,0
131,431167.07,0,1,0,0,0,0
382,142668.18,0,1,0,0,0,0
359,7743.86,0,0,0,1,0,0
187,42555.41,0,1,0,0,0,0
718,1164.06,0,0,0,1,0,0
377,14702.92,0,0,0,1,0,0
188,315476.12,0,1,0,0,0,0
13,106602.44,0,1,0,0,0,0
157,96204.67,0,1,0,0,0,0
299,488256.64,0,0,0,0,1,0
273,189895.47,1,0,0,0,0,0
376,795.76,0,0,0,1,0,0
184,20884.04,0,0,0,1,0,0
307,347271.86,0,0,0,0,1,0
203,194895.98,0,1,0,0,0,0
34,379359.85,0,0,0,0,1,0
9,7974.11,0,1,0,0,0,0
260,7682.34,0,0,0,1,0,0
264,6768.81,0,0,0,1,0,0
154,8931.8,0,0,0,1,0,0
138,7975.58,0,0,0,1,0,0
41,28730.18,1,0,0,0,0,0
205,12988.48,1,0,0,0,0,0
259,132562.83,0,1,0,0,0,0
305,39457.59,0,0,0,1,0,0
290,100676.15,1,0,0,0,0,0
400,185016.92,0,1,0,0,0,0
208,72316.3,0,1,0,0,0,0
402,15043.03,1,0,0,0,0,0
33,182641.72,0,1,0,0,0,0
398,6723.53,0,0,0,1,0,0
349,46596.93,0,1,0,0,0,0
546,193086.6,0,1,0,0,0,0
322,56149.09,0,0,0,1,0,0
239,146989.27,0,0,0,0,1,0
163,165483.39,0,1,0,0,0,0
162,154091.81,0,1,0,0,0,0
187,115015.54,0,1,0,0,0,0
179,6836.6,0,0,0,1,0,0
302,106932.31,1,0,0,0,0,0
227,95607.0,0,1,0,0,0,0
154,201099.36,1,0,0,0,0,0
44,126459.33,0,1,0,0,0,0
257,15128.44,0,1,0,0,0,0
138,235623.82,0,1,0,0,0,0
236,70787.14,1,0,0,0,0,0
308,38108.01,1,0,0,0,0,0
282,315587.02,0,1,0,0,0,0
139,54263.78,1,0,0,0,0,0
277,76035.22,0,1,0,0,0,0
279,55047.63,1,0,0,0,0,0
228,4474.42,1,0,0,0,0,0
395,17997.08,0,0,0,1,0,0
383,2336.4,0,0,0,1,0,0
546,9639.93,0,0,0,1,0,0
189,34473.58,1,0,0,0,0,0
162,211872.5,0,1,0,0,0,0
187,281838.17,0,1,0,0,0,0
43,46017.5,0,1,0,0,0,0
18,21803.49,0,0,0,1,0,0
45,32458.73,1,0,0,0,0,0
640,1.16,0,0,0,1,0,0
398,48519.36,0,0,0,1,0,0
235,87873.27,1,0,0,0,0,0
183,34657.81,1,0,0,0,0,0
185,32125.38,0,1,0,0,0,0
207,160770.21,0,1,0,0,0,0
322,5305.73,0,0,0,1,0,0
259,108031.2,1,0,0,0,0,0
378,174623.2,0,1,0,0,0,0
328,13943.64,0,0,0,1,0,0
400,110553.9,1,0,0,0,0,0
141,12635.05,0,1,0,0,0,0
132,1469.87,0,0,0,1,0,0
34,3843.8,0,0,0,1,0,0
355,289819.51,0,1,0,0,0,0
140,93624.64,0,1,0,0,0,0
280,371185.25,0,0,0,0,1,0
476,21591.51,0,1,0,0,0,0
331,64512.3,1,0,0,0,0,0
16,97520.49,0,1,0,0,0,0
37,7872.81,0,0,0,1,0,0
426,6899.74,0,0,0,1,0,0
164,12413.59,0,0,0,1,0,0
158,293585.24,0,0,0,0,1,0
18,206269.85,1,0,0,0,0,0
251,5129.57,0,0,0,1,0,0
14,245956.43,0,1,0,0,0,0
157,132205.44,1,0,0,0,0,0
15,79052.15,0,1,0,0,0,0
165,10732.6,0,0,0,1,0,0
231,22912.1,0,0,0,1,0,0
178,494176.37,0,1,0,0,0,0
404,7885.53,0,0,0,1,0,0
204,630.42,0,0,0,1,0,0
359,127810.05,0,1,0,0,0,0
393,13254.17,0,0,0,1,0,0
234,1032377.83,0,0,0,0,1,0
251,262250.87,0,1,0,0,0,0
571,289648.09,0,0,0,0,1,0
285,2197.31,0,0,0,1,0,0
280,268190.14,0,0,0,0,1,0
42,177714.73,1,0,0,0,0,0
190,46929.3,0,1,0,0,0,0
136,19328.0,0,1,0,0,0,0
346,197849.95,1,0,0,0,0,0
136,321015.64,0,1,0,0,0,0
15,21761.75,0,0,0,1,0,0
153,217028.44,0,1,0,0,0,0
403,19617.77,1,0,0,0,0,0
397,15170.71,0,0,0,1,0,0
359,159888.74,0,1,0,0,0,0
142,2915.96,0,0,0,1,0,0
396,176374.28,0,1,0,0,0,0
397,2890.7,0,0,0,1,0,0
495,437937.18,0,0,0,0,1,0
249,98655.73,0,1,0,0,0,0
321,9582.02,0,0,0,1,0,0
276,432880.88,0,1,0,0,0,0
373,131847.32,0,1,0,0,0,0
261,114209.62,0,1,0,0,0,0
258,531609.35,1,0,0,0,0,0
211,166636.32,0,1,0,0,0,0
181,313848.24,0,0,0,0,1,0
156,1155547.98,0,0,0,0,1,0
208,301666.45,1,0,0,0,0,0
298,6472.96,0,0,0,1,0,0
9,3595.25,0,0,0,1,0,0
207,498760.8,0,0,0,0,1,0
140,102669.67,1,0,0,0,0,0
201,230835.31,1,0,0,0,0,0
399,256291.96,1,0,0,0,0,0
304,9741.43,0,0,0,1,0,0
160,262960.6,0,1,0,0,0,0
13,4162.96,0,0,0,1,0,0
130,3731435.88,0,0,0,0,1,0
41,137887.52,1,0,0,0,0,0
254,31597.86,1,0,0,0,0,0
153,12289.21,0,0,0,1,0,0
594,188598.05,1,0,0,0,0,0
180,148469.36,1,0,0,0,0,0
420,34808.63,0,0,0,1,0,0
186,43656.71,0,0,0,1,0,0
182,4004.5,0,1,0,0,0,0
371,230228.62,0,1,0,0,0,0
402,129862.31,0,1,0,0,0,0
178,215369.75,0,1,0,0,0,0
143,215192.51,1,0,0,0,0,0
394,278107.24,0,1,0,0,0,0
395,305338.3,1,0,0,0,0,0
297,22356.93,0,0,0,1,0,0
326,393636.21,1,0,0,0,0,0
354,9027.77,0,0,0,1,0,0
205,10803.32,0,0,0,1,0,0
18,169459.08,0,1,0,0,0,0
178,197797.54,0,1,0,0,0,0
252,95187.52,1,0,0,0,0,0
190,172355.33,1,0,0,0,0,0
129,24745.8,0,0,0,1,0,0
307,18279.26,0,1,0,0,0,0
347,92794.12,0,0,0,1,0,0
333,404684.38,0,1,0,0,0,0
235,57456.51,0,1,0,0,0,0
255,13362.44,0,0,0,1,0,0
16,245936.82,0,1,0,0,0,0
347,182357.94,0,1,0,0,0,0
179,2832.64,0,0,0,1,0,0
375,217106.78,1,0,0,0,0,0
9,21544.97,0,0,0,1,0,0
326,211245.81,0,1,0,0,0,0
304,67310.71,0,1,0,0,0,0
